 भू (सत्तायाम्, भ्वादिगण, परस्मै, लट्) \n भवति भवतः भवन्ति \n भवसि भवथः भवथ \n भवामि भवावः भवामः 
 अर्ज (प्रतियत्ने, चुरादिगण, परस्मै, लोट्) \n अर्जयतु अर्जयताम् अर्जयन्तु \n अर्जय अर्जयतम् अर्जयत \n अर्जयानि अर्जयाव अर्जयाम 
 अर्ज (प्रतियत्ने, चुरादिगण, परस्मै, लङ्) \n आर्जयत् आर्जयताम् आर्जयन् \n आर्जयः आर्जयतम् आर्जयत \n आर्जयम् आर्जयाव आर्जयाम 
 अर्ज (प्रतियत्ने, चुरादिगण, परस्मै, विधिलिङ्) \n अर्जयेत् अर्जयेताम् अर्जयेयुः \n अर्जयेः अर्जयेतम् अर्जयेत \n अर्जयेयम् अर्जयेव अर्जयेम 
 अर्ज (प्रतियत्ने, चुरादिगण, परस्मै, लिट्) \n अर्जयाञ्चकार अर्जयाञ्चक्रतुः अर्जयाञ्चक्रुः \n अर्जयाञ्चकर्थ अर्जयाञ्चक्रथुः अर्जयाञ्चक्र \n अर्जयाञ्चकार अर्जयाञ्चकृव अर्जयाञ्चकृम 
 अर्ज (प्रतियत्ने, चुरादिगण, परस्मै, लुट्) \n अर्जयिता अर्जयितारौ अर्जयितारः \n अर्जयितासि अर्जयितास्थः अर्जयितास्थ \n अर्जयितास्मि अर्जयितास्वः अर्जयितास्मः 
 अर्ज (प्रतियत्ने, चुरादिगण, परस्मै, ऌट्) \n अर्जयिष्यति अर्जयिष्यतः अर्जयिष्यन्ति \n अर्जयिष्यसि अर्जयिष्यथः अर्जयिष्यथ \n अर्जयिष्यामि अर्जयिष्यावः अर्जयिष्यामः 
 अर्ज (प्रतियत्ने, चुरादिगण, परस्मै, आशीर्लिङ्) \n अर्ज्यात् अर्ज्यास्ताम् अर्ज्यासुः \n अर्ज्याः अर्ज्यास्तम् अर्ज्यास्त \n अर्ज्यासम् अर्ज्यास्व अर्ज्यास्म 
 अर्ज (प्रतियत्ने, चुरादिगण, परस्मै, लुङ्) \n आर्जिजत् आर्जिजताम् आर्जिजन् \n आर्जिजः आर्जिजतम् आर्जिजत \n आर्जिजम् आर्जिजाव आर्जिजाम 
 अर्ज (प्रतियत्ने, चुरादिगण, परस्मै, ॡङ्) \n आर्जयिष्यत् आर्जयिष्यताम् आर्जयिष्यन् \n आर्जयिष्यः आर्जयिष्यतम् आर्जयिष्यत \n आर्जयिष्यम् आर्जयिष्याव आर्जयिष्याम 
 अर्ज (प्रतियत्ने, चुरादिगण, आत्मने, लट्) \n अर्जयते अर्जयेते अर्जयन्ते \n अर्जयसे अर्जयेथे अर्जयध्वे \n अर्जये अर्जयावहे अर्जयामहे 
 अर्ज (प्रतियत्ने, चुरादिगण, आत्मने, लोट्) \n अर्जयताम् अर्जयेताम् अर्जयन्ताम् \n अर्जयस्व अर्जयेथस्व अर्जयध्वम् \n अर्जयै अर्जयावहै अर्जयामहै 
 अर्ज (प्रतियत्ने, चुरादिगण, आत्मने, लङ्) \n आर्जयत आर्जयेताम् आर्जयन्त \n आर्जयथाः आर्जयेथाम् आर्जयध्वम् \n आर्जये आर्जयावहि आर्जयामहि 
 अर्ज (प्रतियत्ने, चुरादिगण, आत्मने, विधिलिङ्) \n अर्जयेत अर्जयेयाताम् अर्जयेरन् \n अर्जयेथाः अर्जयेयाथाम् अर्जयेध्वम् \n अर्जयेय अर्जयेवहि अर्जयेमहि 
 अर्ज (प्रतियत्ने, चुरादिगण, आत्मने, लिट्) \n अर्जयाञ्चक्रे अर्जयाञ्चक्राते अर्जयाञ्चक्रिरे \n अर्जयाञ्चकृषे अर्जयाञ्चक्राथे अर्जयाञ्चकृढ्वे \n अर्जयाञ्चक्रे अर्जयाञ्चकृवहे अर्जयाञ्चकृमहे 
 अर्ज (प्रतियत्ने, चुरादिगण, आत्मने, लुट्) \n अर्जयिता अर्जयितारौ अर्जयितारः \n अर्जयितासे अर्जयितासाथे अर्जयिताध्वे \n अर्जयिताहे अर्जयितास्वहे अर्जयितास्महे 
 अर्ज (प्रतियत्ने, चुरादिगण, आत्मने, ऌट्) \n अर्जयिष्यते अर्जयिष्येते अर्जयिष्यन्ते \n अर्जयिष्यसे अर्जयिष्येथे अर्जयिष्यध्वे \n अर्जयिष्ये अर्जयिष्यावहे अर्जयिष्यामहे 
 अर्ज (प्रतियत्ने, चुरादिगण, आत्मने, आशीर्लिङ्) \n अर्जयिषीष्ट अर्जयिषीयास्ताम् अर्जयिषीरन् \n अर्जयिषीष्ठाः अर्जयिषीयास्थाम् अर्जयिषीध्वम् \n अर्जयिषीय अर्जयिषीवहि अर्जयिषीमहि 
 अर्ज (प्रतियत्ने, चुरादिगण, आत्मने, लुङ्) \n आर्जिजत आर्जिजेताम् आर्जिजन्त \n आर्जिजथाः आर्जिजेथाम् आर्जिजद्ह्वम् \n आर्जिजे आर्जिजावहि आर्जिजामहि 
 अर्ज (प्रतियत्ने, चुरादिगण, आत्मने, ॡङ्) \n आर्जयिष्यत आर्जयिष्येताम् आर्जयिष्यन्त \n आर्जयिष्यथाः आर्जयिष्येथाम् आर्जयिष्यध्वम् \n आर्जयिष्ये आर्जयिष्यावहि आर्जयिष्यामहि 
 भूष (अलङ्करणे, चुरादिगण, परस्मै, लट्) \n भूषयति भूषयतः भूषयन्ति \n भूषयसि भूषयथः भूषयथ \n भूषयामि भूषयावः भूषयामः 
 भूष (अलङ्करणे, चुरादिगण, परस्मै, लोट्) \n भूषयतु भूषयताम् भूषयन्तु \n भूषय भूषयतम् भूषयत \n भूषयानि भूषयाव भूषयाम 
 भूष (अलङ्करणे, चुरादिगण, परस्मै, लङ्) \n अभूषयत् अभूषयताम् अभूषयन् \n अभूषयः अभूषयतम् अभूषयत \n अभूषयम् अभूषयाव अभूषयाम 
 भूष (अलङ्करणे, चुरादिगण, परस्मै, विधिलिङ्) \n भूषयेत् भूषयेताम् भूषयेयुः \n भूषयेः भूषयेतम् भूषयेत \n भूषयेयम् भूषयेव भूषयेम 
 भूष (अलङ्करणे, चुरादिगण, परस्मै, लिट्) \n भूषयाञ्चकार भूषयाञ्चक्रतुः भूषयाञ्चक्रुः \n भूषयाञ्चकर्थ भूषयाञ्चक्रथुः भूषयाञ्चक्र \n भूषयाञ्चकार भूषयाञ्चकृव भूषयाञ्चकृम 
 भूष (अलङ्करणे, चुरादिगण, परस्मै, लुट्) \n भूषयिता भूषयितारौ भूषयितारः \n भूषयितासि भूषयितास्थः भूषयितास्थ \n भूषयितास्मि भूषयितास्वः भूषयितास्मः 
 भूष (अलङ्करणे, चुरादिगण, परस्मै, ऌट्) \n भूषयिष्यति भूषयिष्यतः भूषयिष्यन्ति \n भूषयिष्यसि भूषयिष्यथः भूषयिष्यथ \n भूषयिष्यामि भूषयिष्यावः भूषयिष्यामः 
 भूष (अलङ्करणे, चुरादिगण, परस्मै, आशीर्लिङ्) \n भूष्यात् भूष्यास्ताम् भूष्यासुः \n भूष्याः भूष्यास्तम् भूष्यास्त \n भूष्यासम् भूष्यास्व भूष्यास्म 
 भूष (अलङ्करणे, चुरादिगण, परस्मै, लुङ्) \n अबूभुषत् अबूभुषताम् अबूभुषन् \n अबूभुषः अबूभुषतम् अबूभुषत \n अबूभुषम् अबूभुषाव अबूभुषाम 
 भूष (अलङ्करणे, चुरादिगण, परस्मै, ॡङ्) \n अभूषयिष्यत् अभूषयिष्यताम् अभूषयिष्यन् \n अभूषयिष्यः अभूषयिष्यतम् अभूषयिष्यत \n अभूषयिष्यम् अभूषयिष्याव अभूषयिष्याम 
 भूष (अलङ्करणे, चुरादिगण, आत्मने, लट्) \n भूषयते भूषयेते भूषयन्ते \n भूषयसे भूषयेथे भूषयध्वे \n भूषये भूषयावहे भूषयामहे 
 भूष (अलङ्करणे, चुरादिगण, आत्मने, लोट्) \n भूषयताम् भूषयेताम् भूषयन्ताम् \n भूषयस्व भूषयेथस्व भूषयध्वम् \n भूषयै भूषयावहै भूषयामहै 
 भूष (अलङ्करणे, चुरादिगण, आत्मने, लङ्) \n अभूषयत अभूषयेताम् अभूषयन्त \n अभूषयथाः अभूषयेथाम् अभूषयध्वम् \n अभूषये अभूषयावहि अभूषयामहि 
 भूष (अलङ्करणे, चुरादिगण, आत्मने, विधिलिङ्) \n भूषयेत भूषयेयाताम् भूषयेरन् \n भूषयेथाः भूषयेयाथाम् भूषयेध्वम् \n भूषयेय भूषयेवहि भूषयेमहि 
 भूष (अलङ्करणे, चुरादिगण, आत्मने, लिट्) \n भूषयाञ्चक्रे भूषयाञ्चक्राते भूषयाञ्चक्रिरे \n भूषयाञ्चकृषे भूषयाञ्चक्राथे भूषयाञ्चकृढ्वे \n भूषयाञ्चक्रे भूषयाञ्चकृवहे भूषयाञ्चकृमहे 
 भूष (अलङ्करणे, चुरादिगण, आत्मने, लुट्) \n भूषयिता भूषयितारौ भूषयितारः \n भूषयितासे भूषयितासाथे भूषयिताध्वे \n भूषयिताहे भूषयितास्वहे भूषयितास्महे 
 भूष (अलङ्करणे, चुरादिगण, आत्मने, ऌट्) \n भूषयिष्यते भूषयिष्येते भूषयिष्यन्ते \n भूषयिष्यसे भूषयिष्येथे भूषयिष्यध्वे \n भूषयिष्ये भूषयिष्यावहे भूषयिष्यामहे 
 भूष (अलङ्करणे, चुरादिगण, आत्मने, आशीर्लिङ्) \n भूषयिषीष्ट भूषयिषीयास्ताम् भूषयिषीरन् \n भूषयिषीष्ठाः भूषयिषीयास्थाम् भूषयिषीध्वम् \n भूषयिषीय भूषयिषीवहि भूषयिषीमहि 
 भूष (अलङ्करणे, चुरादिगण, आत्मने, लुङ्) \n अबूभुषत अबूभुषेताम् अबूभुषन्त \n अबूभुषथाः अबूभुषेथाम् अबूभुषध्वम् \n अबूभुषे अबूभुषावहि अबूभुषामहि 
 भूष (अलङ्करणे, चुरादिगण, आत्मने, ॡङ्) \n अभूषयिष्यत अभूषयिष्येताम् अभूषयिष्यन्त \n अभूषयिष्यथाः अभूषयिष्येथाम् अभूषयिष्यध्वम् \n अभूषयिष्ये अभूषयिष्यावहि अभूषयिष्यामहि 
 अर्ह् (पूजायाम्, चुरादिगण, परस्मै, लट्) \n अर्हयति अर्हयतः अर्हयन्ति \n अर्हयसि अर्हयथः अर्हयथ \n अर्हयामि अर्हयावः अर्हयामः 
 अर्ह् (पूजायाम्, चुरादिगण, परस्मै, लोट्) \n अर्हयतु अर्हयताम् अर्हयन्तु \n अर्हय अर्हयतम् अर्हयत \n अर्हयाणि अर्हयाव अर्हयाम 
 अर्ह् (पूजायाम्, चुरादिगण, परस्मै, लङ्) \n आर्हयत् आर्हयताम् आर्हयन् \n आर्हयः आर्हयतम् आर्हयत \n आर्हयम् आर्हयाव आर्हयाम 
 अर्ह् (पूजायाम्, चुरादिगण, परस्मै, विधिलिङ्) \n अर्हयेत् अर्हयेताम् अर्हयेयुः \n अर्हयेः अर्हयेतम् अर्हयेत \n अर्हयेयम् अर्हयेव अर्हयेम 
 अर्ह् (पूजायाम्, चुरादिगण, परस्मै, लिट्) \n अर्हयाञ्चकार अर्हयाञ्चक्रतुः अर्हयाञ्चक्रुः \n अर्हयाञ्चकर्थ अर्हयाञ्चक्रथुः अर्हयाञ्चक्र \n अर्हयाञ्चकार अर्हयाञ्चकृव अर्हयाञ्चकृम 
 अर्ह् (पूजायाम्, चुरादिगण, परस्मै, लुट्) \n अर्हयिता अर्हयितारौ अर्हयितारः \n अर्हयितासि अर्हयितास्थः अर्हयितास्थ \n अर्हयितास्मि अर्हयितास्वः अर्हयितास्मः 
 अर्ह् (पूजायाम्, चुरादिगण, परस्मै, ऌट्) \n अर्हयिष्यति अर्हयिष्यतः अर्हयिष्यन्ति \n अर्हयिष्यसि अर्हयिष्यथः अर्हयिष्यथ \n अर्हयिष्यामि अर्हयिष्यावः अर्हयिष्यामः 
 अर्ह् (पूजायाम्, चुरादिगण, परस्मै, आशीर्लिङ्) \n अर्ह्यात् अर्ह्यास्ताम् अर्ह्यासुः \n अर्ह्याः अर्ह्यास्तम् अर्ह्यास्त \n अर्ह्यासम् अर्ह्यास्व अर्ह्यास्म 
 अर्ह् (पूजायाम्, चुरादिगण, परस्मै, लुङ्) \n आर्जिहत् आर्जिहताम् आर्जिहन् \n आर्जिहः आर्जिहतम् आर्जिहत \n आर्जिहम् आर्जिहाव आर्जिहाम 
 अर्ह् (पूजायाम्, चुरादिगण, परस्मै, ॡङ्) \n आर्हयिष्यत् आर्हयिष्यताम् आर्हयिष्यन् \n आर्हयिष्यः आर्हयिष्यतम् आर्हयिष्यत \n आर्हयिष्यम् आर्हयिष्याव आर्हयिष्याम 
 अर्ह् (पूजायाम्, चुरादिगण, आत्मने, लट्) \n अर्हयते अर्हयेते अर्हयन्ते \n अर्हयसे अर्हयेथे अर्हयध्वे \n अर्हये अर्हयावहे अर्हयामहे 
 अर्ह् (पूजायाम्, चुरादिगण, आत्मने, लोट्) \n अर्हयताम् अर्हयेताम् अर्हयन्ताम् \n अर्हयस्व अर्हयेथस्व अर्हयध्वम् \n अर्हयै अर्हयावहै अर्हयामहै 
 अर्ह् (पूजायाम्, चुरादिगण, आत्मने, लङ्) \n आर्हयत आर्हयेताम् आर्हयन्त \n आर्हयथाः आर्हयेथाम् आर्हयध्वम् \n आर्हये आर्हयावहि आर्हयामहि 
 अर्ह् (पूजायाम्, चुरादिगण, आत्मने, विधिलिङ्) \n अर्हयेत अर्हयेयाताम् अर्हयेरन् \n अर्हयेथाः अर्हयेयाथाम् अर्हयेध्वम् \n अर्हयेय अर्हयेवहि अर्हयेमहि 
 अर्ह् (पूजायाम्, चुरादिगण, आत्मने, लिट्) \n अर्हयाञ्चक्रे अर्हयाञ्चक्राते अर्हयाञ्चक्रिरे \n अर्हयाञ्चकृषे अर्हयाञ्चक्राथे अर्हयाञ्चकृढ्वे \n अर्हयाञ्चक्रे अर्हयाञ्चकृवहे अर्हयाञ्चकृमहे 
 अर्ह् (पूजायाम्, चुरादिगण, आत्मने, लुट्) \n अर्हयिता अर्हयितारौ अर्हयितारः \n अर्हयितासे अर्हयितासाथे अर्हयिताध्वे \n अर्हयिताहे अर्हयितास्वहे अर्हयितास्महे 
 अर्ह् (पूजायाम्, चुरादिगण, आत्मने, ऌट्) \n अर्हयिष्यते अर्हयिष्येते अर्हयिष्यन्ते \n अर्हयिष्यसे अर्हयिष्येथे अर्हयिष्यध्वे \n अर्हयिष्ये अर्हयिष्यावहे अर्हयिष्यामहे 
 अर्ह् (पूजायाम्, चुरादिगण, आत्मने, आशीर्लिङ्) \n अर्हयिषीष्ट अर्हयिषीयास्ताम् अर्हयिषीरन् \n अर्हयिषीष्ठाः अर्हयिषीयास्थाम् अर्हयिषीध्वम् \n अर्हयिषीय अर्हयिषीवहि अर्हयिषीमहि 
 अर्ह् (पूजायाम्, चुरादिगण, आत्मने, लुङ्) \n आर्जिहत आर्जिहेताम् आर्जिहन्त \n आर्जिहथाः आर्जिहेथाम् आर्जिहध्वम् \n आर्जिहे आर्जिहावहि आर्जिहामहि 
 अर्ह् (पूजायाम्, चुरादिगण, आत्मने, ॡङ्) \n आर्हयिष्यत आर्हयिष्येताम् आर्हयिष्यन्त \n आर्हयिष्यथाः आर्हयिष्येथाम् आर्हयिष्यध्वम् \n आर्हयिष्ये आर्हयिष्यावहि आर्हयिष्यामहि 
 ज्ञा (नियोगे, चुरादिगण, परस्मै, लट्) \n ज्ञापयति ज्ञापयतः ज्ञापयन्ति \n ज्ञापयसि ज्ञापयथः ज्ञापयथ \n ज्ञापयामि ज्ञापयावः ज्ञापयामः 
 ज्ञा (नियोगे, चुरादिगण, परस्मै, लोट्) \n ज्ञापयतु ज्ञापयताम् ज्ञापयन्तु \n ज्ञापय ज्ञापयतम् ज्ञापयत \n ज्ञापयानि ज्ञापयाव ज्ञापयाम 
 ज्ञा (नियोगे, चुरादिगण, परस्मै, लङ्) \n अज्ञापयत् अज्ञापयताम् अज्ञापयन् \n अज्ञापयः अज्ञापयतम् अज्ञापयत \n अज्ञापयम् अज्ञापयाव अज्ञापयाम 
 ज्ञा (नियोगे, चुरादिगण, परस्मै, विधिलिङ्) \n ज्ञापयेत् ज्ञापयेताम् ज्ञापयेयुः \n ज्ञापयेः ज्ञापयेतम् ज्ञापयेत \n ज्ञापयेयम् ज्ञापयेव ज्ञापयेम 
 ज्ञा (नियोगे, चुरादिगण, परस्मै, लिट्) \n ज्ञापयाञ्चकार ज्ञापयाञ्चक्रतुः ज्ञापयाञ्चक्रुः \n ज्ञापयाञ्चकर्थ ज्ञापयाञ्चक्रथुः ज्ञापयाञ्चक्र \n ज्ञापयाञ्चकार ज्ञापयाञ्चकृव ज्ञापयाञ्चकृम 
 ज्ञा (नियोगे, चुरादिगण, परस्मै, लुट्) \n ज्ञापयिता ज्ञापयितारौ ज्ञापयितारः \n ज्ञापयितासि ज्ञापयितास्थः ज्ञापयितास्थ \n ज्ञापयितास्मि ज्ञापयितास्वः ज्ञापयितास्मः 
 ज्ञा (नियोगे, चुरादिगण, परस्मै, ऌट्) \n ज्ञापयिष्यति ज्ञापयिष्यतः ज्ञापयिष्यन्ति \n ज्ञापयिष्यसि ज्ञापयिष्यथः ज्ञापयिष्यथ \n ज्ञापयिष्यामि ज्ञापयिष्यावः ज्ञापयिष्यामः 
 ज्ञा (नियोगे, चुरादिगण, परस्मै, आशीर्लिङ्) \n ज्ञाप्यात् ज्ञाप्यास्ताम् ज्ञाप्यासुः \n ज्ञाप्याः ज्ञाप्यास्तम् ज्ञाप्यास्त \n ज्ञाप्यासम् ज्ञाप्यास्व ज्ञाप्यास्म 
 ज्ञा (नियोगे, चुरादिगण, परस्मै, लुङ्) \n अजिज्ञापत् अजिज्ञापताम् अजिज्ञापन् \n अजिज्ञापः अजिज्ञापतम् अजिज्ञापत \n अजिज्ञापम् अजिज्ञापाव अजिज्ञापाम 
 ज्ञा (नियोगे, चुरादिगण, परस्मै, ॡङ्) \n अज्ञापयिष्यत् अज्ञापयिष्यताम् अज्ञापयिष्यन् \n अज्ञापयिष्यः अज्ञापयिष्यतम् अज्ञापयिष्यत \n अज्ञापयिष्यम् अज्ञापयिष्याव अज्ञापयिष्याम 
 ज्ञा (नियोगे, चुरादिगण, आत्मने, लट्) \n ज्ञापयते ज्ञापयेते ज्ञापयन्ते \n ज्ञापयसे ज्ञापयेथे ज्ञापयध्वे \n ज्ञापये ज्ञापयावहे ज्ञापयामहे 
 ज्ञा (नियोगे, चुरादिगण, आत्मने, लोट्) \n ज्ञापयताम् ज्ञापयेताम् ज्ञापयन्ताम् \n ज्ञापयस्व ज्ञापयेथस्व ज्ञापयध्वम् \n ज्ञापयै ज्ञापयावहै ज्ञापयामहै 
 ज्ञा (नियोगे, चुरादिगण, आत्मने, लङ्) \n अज्ञापयत अज्ञापयेताम् अज्ञापयन्त \n अज्ञापयथाः अज्ञापयेथाम् अज्ञापयध्वम् \n अज्ञापये अज्ञापयावहि अज्ञापयामहि 
 ज्ञा (नियोगे, चुरादिगण, आत्मने, विधिलिङ्) \n ज्ञापयेत ज्ञापयेयाताम् ज्ञापयेरन् \n ज्ञापयेथाः ज्ञापयेयाथाम् ज्ञापयेध्वम् \n ज्ञापयेय ज्ञापयेवहि ज्ञापयेमहि 
 ज्ञा (नियोगे, चुरादिगण, आत्मने, लिट्) \n ज्ञापयाञ्चक्रे ज्ञापयाञ्चक्राते ज्ञापयाञ्चक्रिरे \n ज्ञापयाञ्चकृषे ज्ञापयाञ्चक्राथे ज्ञापयाञ्चकृढ्वे \n ज्ञापयाञ्चक्रे ज्ञापयाञ्चकृवहे ज्ञापयाञ्चकृमहे 
 ज्ञा (नियोगे, चुरादिगण, आत्मने, लुट्) \n ज्ञापयिता ज्ञापयितारौ ज्ञापयितारः \n ज्ञापयितासे ज्ञापयितासाथे ज्ञापयिताध्वे \n ज्ञापयिताहे ज्ञापयितास्वहे ज्ञापयितास्महे 
 ज्ञा (नियोगे, चुरादिगण, आत्मने, ऌट्) \n ज्ञापयिष्यते ज्ञापयिष्येते ज्ञापयिष्यन्ते \n ज्ञापयिष्यसे ज्ञापयिष्येथे ज्ञापयिष्यध्वे \n ज्ञापयिष्ये ज्ञापयिष्यावहे ज्ञापयिष्यामहे 
 ज्ञा (नियोगे, चुरादिगण, आत्मने, आशीर्लिङ्) \n ज्ञापयिषीष्ट ज्ञापयिषीयास्ताम् ज्ञापयिषीरन् \n ज्ञापयिषीष्ठाः ज्ञापयिषीयास्थाम् ज्ञापयिषीध्वम् \n ज्ञापयिषीय ज्ञापयिषीवहि ज्ञापयिषीमहि 
 ज्ञा (नियोगे, चुरादिगण, आत्मने, लुङ्) \n अजिज्ञापत अजिज्ञापेताम् अजिज्ञापन्त \n अजिज्ञापथाः अजिज्ञापेथाम् अजिज्ञापध्वम् \n अजिज्ञापे अजिज्ञापावहि अजिज्ञापामहि 
 ज्ञा (नियोगे, चुरादिगण, आत्मने, ॡङ्) \n अज्ञापयिष्यत अज्ञापयिष्येताम् अज्ञापयिष्यन्त \n अज्ञापयिष्यथाः अज्ञापयिष्येथाम् अज्ञापयिष्यध्वम् \n अज्ञापयिष्ये अज्ञापयिष्यावहि अज्ञापयिष्यामहि 
 त्रस (धारणे, चुरादिगण, परस्मै, लट्) \n त्रासयति त्रासयतः त्रासयन्ति \n त्रासयसि त्रासयथः त्रासयथ \n त्रासयामि त्रासयावः त्रासयामः 
 त्रस (धारणे, चुरादिगण, परस्मै, लोट्) \n त्रासयतु त्रासयताम् त्रासयन्तु \n त्रासय त्रासयतम् त्रासयत \n त्रासयानि त्रासयाव त्रासयाम 
 त्रस (धारणे, चुरादिगण, परस्मै, लङ्) \n अत्रासयत् अत्रासयताम् अत्रासयन् \n अत्रासयः अत्रासयतम् अत्रासयत \n अत्रासयम् अत्रासयाव अत्रासयाम 
 त्रस (धारणे, चुरादिगण, परस्मै, विधिलिङ्) \n त्रासयेत् त्रासयेताम् त्रासयेयुः \n त्रासयेः त्रासयेतम् त्रासयेत \n त्रासयेयम् त्रासयेव त्रासयेम 
 त्रस (धारणे, चुरादिगण, परस्मै, लिट्) \n त्रासयाञ्चकार त्रासयाञ्चक्रतुः त्रासयाञ्चक्रुः \n त्रासयाञ्चकर्थ त्रासयाञ्चक्रथुः त्रासयाञ्चक्र \n त्रासयाञ्चकार त्रासयाञ्चकृव त्रासयाञ्चकृम 
 त्रस (धारणे, चुरादिगण, परस्मै, लुट्) \n त्रासयिता त्रासयितारौ त्रासयितारः \n त्रासयितासि त्रासयितास्थः त्रासयितास्थ \n त्रासयितास्मि त्रासयितास्वः त्रासयितास्मः 
 त्रस (धारणे, चुरादिगण, परस्मै, ऌट्) \n त्रासयिष्यति त्रासयिष्यतः त्रासयिष्यन्ति \n त्रासयिष्यसि त्रासयिष्यथः त्रासयिष्यथ \n त्रासयिष्यामि त्रासयिष्यावः त्रासयिष्यामः 
 त्रस (धारणे, चुरादिगण, परस्मै, आशीर्लिङ्) \n त्रास्यात् त्रास्यास्ताम् त्रास्यासुः \n त्रास्याः त्रास्यास्तम् त्रास्यास्त \n त्रास्यासम् त्रास्यास्व त्रास्यास्म 
 त्रस (धारणे, चुरादिगण, परस्मै, लुङ्) \n अत्रितसत् अत्रितसताम् अत्रितसन् \n अत्रितसः अत्रितसतम् अत्रितसत \n अत्रितसम् अत्रितसाव अत्रितसाम 
 त्रस (धारणे, चुरादिगण, परस्मै, ॡङ्) \n अत्रासयिष्यत् अत्रासयिष्यताम् अत्रासयिष्यन् \n अत्रासयिष्यः अत्रासयिष्यतम् अत्रासयिष्यत \n अत्रासयिष्यम् अत्रासयिष्याव अत्रासयिष्याम 
 त्रस (धारणे, चुरादिगण, आत्मने, लट्) \n त्रासयते त्रासयेते त्रासयन्ते \n त्रासयसे त्रासयेथे त्रासयध्वे \n त्रासये त्रासयावहे त्रासयामहे 
 त्रस (धारणे, चुरादिगण, आत्मने, लोट्) \n त्रासयताम् त्रासयेताम् त्रासयन्ताम् \n त्रासयस्व त्रासयेथस्व त्रासयध्वम् \n त्रासयै त्रासयावहै त्रासयामहै 
 त्रस (धारणे, चुरादिगण, आत्मने, लङ्) \n अत्रासयत अत्रासयेताम् अत्रासयन्त \n अत्रासयथाः अत्रासयेथाम् अत्रासयध्वम् \n अत्रासये अत्रासयावहि अत्रासयामहि 
 त्रस (धारणे, चुरादिगण, आत्मने, विधिलिङ्) \n त्रासयेत त्रासयेयाताम् त्रासयेरन् \n त्रासयेथाः त्रासयेयाथाम् त्रासयेध्वम् \n त्रासयेय त्रासयेवहि त्रासयेमहि 
 त्रस (धारणे, चुरादिगण, आत्मने, लिट्) \n त्रासयाञ्चक्रे त्रासयाञ्चक्राते त्रासयाञ्चक्रिरे \n त्रासयाञ्चकृषे त्रासयाञ्चक्राथे त्रासयाञ्चकृढ्वे \n त्रासयाञ्चक्रे त्रासयाञ्चकृवहे त्रासयाञ्चकृमहे 
 त्रस (धारणे, चुरादिगण, आत्मने, लुट्) \n त्रासयिता त्रासयितारौ त्रासयितारः \n त्रासयितासे त्रासयितासाथे त्रासयिताध्वे \n त्रासयिताहे त्रासयितास्वहे त्रासयितास्महे 
 त्रस (धारणे, चुरादिगण, आत्मने, ऌट्) \n त्रासयिष्यते त्रासयिष्येते त्रासयिष्यन्ते \n त्रासयिष्यसे त्रासयिष्येथे त्रासयिष्यध्वे \n त्रासयिष्ये त्रासयिष्यावहे त्रासयिष्यामहे 
 त्रस (धारणे, चुरादिगण, आत्मने, आशीर्लिङ्) \n त्रासयिषीष्ट त्रासयिषीयास्ताम् त्रासयिषीरन् \n त्रासयिषीष्ठाः त्रासयिषीयास्थाम् त्रासयिषीध्वम् \n त्रासयिषीय त्रासयिषीवहि त्रासयिषीमहि 
 त्रस (धारणे, चुरादिगण, आत्मने, लुङ्) \n अत्रितसत अत्रितसेताम् अत्रितसन्त \n अत्रितसथाः अत्रितसेथाम् अत्रितसध्वम् \n अत्रितसे अत्रितसावहि अत्रितसामहि 
 त्रस (धारणे, चुरादिगण, आत्मने, ॡङ्) \n अत्रासयिष्यत अत्रासयिष्येताम् अत्रासयिष्यन्त \n अत्रासयिष्यथाः अत्रासयिष्येथाम् अत्रासयिष्यध्वम् \n अत्रासयिष्ये अत्रासयिष्यावहि अत्रासयिष्यामहि 
 मुच (प्रमोचने मोदने च, चुरादिगण, परस्मै, लट्) \n मोचयति मोचयतः मोचयन्ति \n मोचयसि मोचयथः मोचयथ \n मोचयामि मोचयावः मोचयामः 
 मुच (प्रमोचने मोदने च, चुरादिगण, परस्मै, लोट्) \n मोचयतु मोचयताम् मोचयन्तु \n मोचय मोचयतम् मोचयत \n मोचयानि मोचयाव मोचयाम 
 मुच (प्रमोचने मोदने च, चुरादिगण, परस्मै, लङ्) \n अमोचयत् अमोचयताम् अमोचयन् \n अमोचयः अमोचयतम् अमोचयत \n अमोचयम् अमोचयाव अमोचयाम 
 मुच (प्रमोचने मोदने च, चुरादिगण, परस्मै, विधिलिङ्) \n मोचयेत् मोचयेताम् मोचयेयुः \n मोचयेः मोचयेतम् मोचयेत \n मोचयेयम् मोचयेव मोचयेम 
 मुच (प्रमोचने मोदने च, चुरादिगण, परस्मै, लिट्) \n मोचयाञ्चकार मोचयाञ्चक्रतुः मोचयाञ्चक्रुः \n मोचयाञ्चकर्थ मोचयाञ्चक्रथुः मोचयाञ्चक्र \n मोचयाञ्चकार मोचयाञ्चकृव मोचयाञ्चकृम 
 मुच (प्रमोचने मोदने च, चुरादिगण, परस्मै, लुट्) \n मोचयिता मोचयितारौ मोचयितारः \n मोचयितासि मोचयितास्थः मोचयितास्थ \n मोचयितास्मि मोचयितास्वः मोचयितास्मः 
